,host_is_superhost,zipcode,bathrooms,bedrooms,beds,bed_type_Real Bed,bed_type_Futon,bed_type_Couch,bed_type_Pull-out Sofa,bed_type_Airbed,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability_1,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable_1,instant_bookable_0,cancellation_policy_strict_14_with_grace_period,cancellation_policy_moderate,cancellation_policy_flexible,cancellation_policy_super_strict_60,cancellation_policy_super_strict_30,cancellation_policy_strict,require_guest_profile_picture_0,require_guest_profile_picture_1,require_guest_phone_verification_0,require_guest_phone_verification_1,calculated_host_listings_count,reviews_per_month,latitude,longitude,host_days,first_review_days,last_review_days,avg_price
0,1.0,98122.0,2.5,4.0,4.0,1,0,0,0,0,296.0,500.0,250.0,8,25.0,7,1000,1,6,29,59,59,29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,0,0,0,1,0,1,0,2,0.21,47.610820000000004,-122.29082,4103.0,4082.0,21.0,139.88920725883477
1,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,68.0,0.0,85.0,2,40.0,3,30,1,9,37,67,342,384,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,0,1,0,1,1,3.75,47.61231,-122.29825,3082.0,3066.0,1.0,139.88920725883477
2,1.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,500.0,0.0,65.0,1,0.0,30,60,1,0,0,0,0,55,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,0,0,0,1,0,1,0,3,1.21,47.61038,-122.31156999999999,2840.0,1366.0,87.0,139.88920725883477
3,1.0,98122.0,1.0,1.0,2.0,1,0,0,0,0,155.0,0.0,75.0,1,0.0,30,200,1,9,12,12,171,54,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,0.6,47.61367,-122.32203,2829.0,2695.0,78.0,139.88920725883477
4,1.0,98122.0,2.0,2.0,2.0,1,0,0,0,0,196.0,0.0,100.0,1,0.0,3,29,1,18,45,75,154,123,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,1.35,47.613040000000005,-122.32321,2829.0,2723.0,10.0,139.88920725883477
5,1.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,269.0,100.0,50.0,2,25.0,2,18,1,3,26,56,86,171,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,2,3.21,47.60907,-122.29613,2788.0,1597.0,32.0,139.88920725883477
6,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,168.0,0.0,75.0,1,0.0,30,90,1,18,36,66,66,51,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,6,0.65,47.61355,-122.32131000000001,2829.0,2354.0,80.0,139.88920725883477
7,0.0,98122.0,3.0,4.0,5.0,1,0,0,0,0,250.0,0.0,100.0,1,0.0,3,21,1,26,53,83,351,15,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.29,47.60975,-122.29011000000001,2661.0,1575.0,79.0,139.88920725883477
8,1.0,98122.0,1.0,0.0,1.0,1,0,0,0,0,140.0,0.0,62.0,1,0.0,3,1125,1,3,18,42,127,456,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,0,1,0,1,1,6.15,47.60903,-122.31548000000001,2572.0,2221.0,5.0,139.88920725883477
9,0.0,98122.0,2.5,2.0,4.0,1,0,0,0,0,200.0,300.0,75.0,4,10.0,2,1125,1,0,0,0,0,1,97.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.01,47.606320000000004,-122.29483,2563.0,2286.0,2288.0,139.88920725883477
10,0.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,185.0,500.0,50.0,1,0.0,4,21,1,0,0,0,0,15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.18,47.61701,-122.3204,2731.0,2511.0,179.0,139.88920725883477
11,0.0,98122.0,1.0,2.0,3.0,1,0,0,0,0,100.0,250.0,100.0,3,20.0,2,90,1,0,0,0,0,244,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,0,0,0,1,0,1,0,4,3.12,47.60767,-122.30561999999999,2452.0,2343.0,39.0,139.88920725883477
12,1.0,98122.0,1.0,1.0,2.0,1,0,0,0,0,174.0,0.0,100.0,1,0.0,30,190,1,5,13,43,43,51,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,6,0.74,47.61265,-122.32221000000001,2829.0,2066.0,171.0,139.88920725883477
13,1.0,98122.0,1.0,2.0,3.0,1,0,0,0,0,204.0,0.0,100.0,1,0.0,3,29,1,13,43,73,146,106,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,1.35,47.6134,-122.32153000000001,2829.0,2356.0,9.0,139.88920725883477
14,1.0,98122.0,1.0,2.0,3.0,1,0,0,0,0,174.0,0.0,100.0,1,0.0,30,365,1,21,51,81,81,59,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,6,0.86,47.61327,-122.32224,2829.0,2052.0,179.0,139.88920725883477
15,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,65.0,0.0,0.0,2,0.0,2,60,1,22,41,70,162,430,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,1,0,0,0,1,0,1,0,2,5.47,47.608129999999996,-122.29377,2521.0,2355.0,13.0,139.88920725883477
16,0.0,98122.0,1.5,2.0,1.0,1,0,0,0,0,400.0,2000.0,120.0,3,50.0,3,1125,1,0,0,0,48,6,90.0,10.0,9.0,10.0,10.0,10.0,8.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.08,47.61598,-122.32693,2365.0,2318.0,1165.0,139.88920725883477
17,0.0,98122.0,2.5,2.0,2.0,1,0,0,0,0,275.0,500.0,275.0,4,75.0,3,45,1,4,15,15,173,30,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0.39,47.60249,-122.30893,2349.0,2311.0,79.0,139.88920725883477
18,0.0,98122.0,1.0,1.0,2.0,1,0,0,0,0,76.0,0.0,50.0,2,10.0,2,1125,1,0,0,0,264,92,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,2,1.2,47.60824,-122.29008999999999,2308.0,2294.0,129.0,139.88920725883477
19,1.0,98122.0,2.0,2.0,2.0,1,0,0,0,0,220.0,0.0,0.0,4,0.0,3,7,1,8,8,8,8,40,97.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.66,47.602940000000004,-122.30841000000001,3310.0,1815.0,66.0,139.88920725883477
20,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,75.0,500.0,35.0,1,15.0,14,210,1,12,12,12,12,54,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,3,0.72,47.61359,-122.29506,2452.0,2232.0,40.0,139.88920725883477
21,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,75.0,0.0,35.0,2,30.0,2,45,1,30,60,90,365,175,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,0,0,0,1,0,1,0,1,2.63,47.61025,-122.30505,2270.0,1990.0,10.0,139.88920725883477
22,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,500.0,200.0,20.0,1,20.0,3,1125,1,30,60,90,180,31,91.0,9.0,9.0,9.0,10.0,10.0,9.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0.42,47.61554,-122.32738,2474.0,2224.0,1266.0,139.88920725883477
23,1.0,98122.0,2.5,4.0,4.0,1,0,0,0,0,77.0,0.0,30.0,1,20.0,1,40,1,3,3,28,295,303,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,4,4.35,47.610659999999996,-122.31407,2253.0,2087.0,18.0,139.88920725883477
24,1.0,98122.0,2.0,1.0,1.0,1,0,0,0,0,58.0,200.0,30.0,1,0.0,2,29,1,23,51,81,261,215,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,3.0,47.60621,-122.30683,2221.0,2150.0,22.0,139.88920725883477
25,1.0,98122.0,3.0,1.0,1.0,1,0,0,0,0,111.0,200.0,30.0,2,0.0,2,29,1,26,56,86,266,245,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,3.43,47.60646,-122.30748,2221.0,2138.0,9.0,139.88920725883477
26,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,75.0,100.0,20.0,1,0.0,7,30,1,0,19,49,324,7,90.0,10.0,8.0,9.0,10.0,9.0,9.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0.11,47.605270000000004,-122.29879,2203.0,1996.0,1171.0,139.88920725883477
27,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,115.0,120.0,50.0,2,15.0,2,14,1,0,0,0,0,92,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,1.32,47.616620000000005,-122.29861000000001,2193.0,2087.0,780.0,139.88920725883477
28,1.0,98122.0,3.0,1.0,1.0,1,0,0,0,0,87.0,200.0,30.0,1,0.0,2,29,1,25,55,85,265,123,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,1.76,47.607620000000004,-122.30832,2221.0,2098.0,82.0,139.88920725883477
29,1.0,98122.0,2.0,1.0,1.0,1,0,0,0,0,70.0,200.0,30.0,1,0.0,2,29,1,22,52,82,262,190,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,6,2.65,47.60795,-122.30753999999999,2221.0,2147.0,18.0,139.88920725883477
30,0.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,120.0,0.0,55.0,2,10.0,2,1125,1,0,0,0,0,232,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0,0,1,0,0,0,1,0,1,0,2,3.25,47.60998,-122.30463999999999,2153.0,2137.0,617.0,139.88920725883477
31,0.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,120.0,0.0,55.0,2,10.0,2,1125,1,0,0,0,0,217,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0,0,1,0,0,0,1,0,1,0,2,3.11,47.61058,-122.3044,2153.0,2087.0,619.0,139.88920725883477
32,0.0,98122.0,5.0,1.0,1.0,1,0,0,0,0,110.0,0.0,0.0,1,0.0,3,180,1,30,60,90,182,62,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,12,0.9,47.61714,-122.30958999999999,2087.0,2059.0,123.0,139.88920725883477
33,0.0,98122.0,3.0,3.0,4.0,1,0,0,0,0,250.0,1000.0,200.0,4,25.0,180,360,1,27,57,87,177,10,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.15,47.611909999999995,-122.30335,2083.0,1966.0,858.0,139.88920725883477
34,0.0,98122.0,1.0,1.0,1.0,0,1,0,0,0,125.0,0.0,50.0,1,0.0,2,1125,1,0,0,0,0,30,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0.44,47.61649,-122.29401999999999,2092.0,2059.0,444.0,139.88920725883477
35,1.0,98122.0,2.5,1.0,2.0,1,0,0,0,0,63.0,0.0,30.0,1,25.0,1,1125,1,6,17,46,313,280,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,4,4.06,47.61111,-122.31196000000001,2253.0,2066.0,10.0,139.88920725883477
36,1.0,98122.0,2.0,1.0,1.0,1,0,0,0,0,70.0,0.0,30.0,1,25.0,1,40,1,2,9,35,295,270,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,4,3.98,47.61067,-122.31255,2253.0,2031.0,7.0,139.88920725883477
37,1.0,98122.0,1.0,0.0,1.0,1,0,0,0,0,76.0,0.0,0.0,1,0.0,3,365,1,12,26,55,325,323,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,1,0,0,0,1,0,1,0,2,4.81,47.60917,-122.29503000000001,2521.0,2010.0,20.0,139.88920725883477
38,1.0,98122.0,3.0,1.0,1.0,1,0,0,0,0,52.0,0.0,30.0,1,30.0,1,30,1,13,26,50,303,338,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,4,5.09,47.61108,-122.31363,2253.0,1991.0,5.0,139.88920725883477
39,0.0,98122.0,3.0,1.0,1.0,1,0,0,0,0,115.0,0.0,0.0,1,0.0,2,30,1,0,0,0,0,30,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,12,0.46,47.62109,-122.30706,2087.0,1967.0,60.0,139.88920725883477
40,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,180.0,500.0,100.0,2,25.0,1,1125,1,30,60,90,365,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.11,47.605059999999995,-122.32095,1972.0,1569.0,32.0,139.88920725883477
41,0.0,98122.0,3.0,1.0,0.0,1,0,0,0,0,85.0,0.0,0.0,1,0.0,30,180,1,0,0,0,0,66,91.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,0,1,0,0,0,0,1,0,1,0,12,1.01,47.61902,-122.30933999999999,2087.0,1951.0,79.0,139.88920725883477
42,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,88.0,0.0,50.0,1,0.0,2,1125,1,0,0,15,254,49,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,2,0.76,47.60801,-122.28907,2308.0,1941.0,20.0,139.88920725883477
43,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,85.0,250.0,40.0,1,20.0,29,210,1,0,1,16,106,22,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,3,0.34,47.61652,-122.29449,2452.0,1960.0,21.0,139.88920725883477
44,0.0,98122.0,1.0,0.0,1.0,1,0,0,0,0,200.0,500.0,50.0,2,10.0,3,21,1,0,0,0,0,12,93.0,9.0,10.0,10.0,10.0,8.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.19,47.60999,-122.29638999999999,1962.0,1931.0,1543.0,139.88920725883477
45,1.0,98122.0,2.5,2.0,3.0,1,0,0,0,0,299.0,250.0,100.0,2,35.0,3,14,1,15,38,68,343,163,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,1,2.56,47.61844,-122.31558000000001,3755.0,1905.0,18.0,139.88920725883477
46,0.0,98122.0,3.5,5.0,5.0,1,0,0,0,0,750.0,500.0,150.0,9,0.0,3,9,1,0,0,0,0,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.06,47.60688,-122.28724,1941.0,1922.0,116.0,139.88920725883477
47,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,90.0,0.0,50.0,1,0.0,2,1125,1,0,0,0,0,1,80.0,10.0,4.0,6.0,10.0,10.0,10.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0.03,47.61775,-122.31085,2716.0,1189.0,1191.0,139.88920725883477
48,0.0,98122.0,1.5,1.0,2.0,1,0,0,0,0,72.0,150.0,40.0,2,20.0,30,1125,1,29,59,89,179,102,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,0,1,0,1,1,1.6,47.61423,-122.30838,2591.0,1904.0,122.0,139.88920725883477
49,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,75.0,0.0,0.0,1,0.0,2,30,1,0,19,49,49,149,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,1,0,0,0,1,0,1,0,1,2.39,47.60192,-122.30798,2539.0,1871.0,24.0,139.88920725883477
50,1.0,98122.0,1.0,2.0,1.0,1,0,0,0,0,150.0,450.0,75.0,2,25.0,2,28,1,0,0,0,203,184,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,2.89,47.61442,-122.30672,1986.0,1906.0,57.0,139.88920725883477
51,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,100.0,500.0,15.0,2,0.0,3,1125,1,14,20,23,34,206,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,3.35,47.60808,-122.29433999999999,1909.0,1840.0,2.0,139.88920725883477
52,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,103.0,150.0,55.0,1,0.0,2,60,1,28,58,88,178,157,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,2.48,47.61593,-122.28531000000001,2752.0,1895.0,32.0,139.88920725883477
53,0.0,98122.0,1.0,1.0,2.0,1,0,0,0,0,78.0,0.0,60.0,1,0.0,2,7,1,0,0,0,0,129,91.0,10.0,9.0,9.0,9.0,9.0,9.0,0,1,0,1,0,0,0,0,1,0,1,0,1,2.19,47.61837,-122.29771000000001,2471.0,1766.0,174.0,139.88920725883477
54,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,105.0,100.0,40.0,2,50.0,3,200,1,19,49,79,330,136,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,2.17,47.6045,-122.29654,1939.0,1877.0,7.0,139.88920725883477
55,0.0,98122.0,1.0,1.0,2.0,0,0,0,1,0,85.0,0.0,40.0,2,15.0,5,365,1,19,49,79,169,86,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1.92,47.61091,-122.29933,1883.0,1344.0,70.0,139.88920725883477
56,0.0,98122.0,3.0,1.0,1.0,1,0,0,0,0,105.0,0.0,0.0,1,7.0,2,180,1,18,48,78,101,61,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0,0,0,0,0,1,0,1,0,12,0.99,47.6185,-122.30933999999999,2087.0,1849.0,30.0,139.88920725883477
57,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,100.0,100.0,50.0,1,0.0,3,1125,1,0,0,0,0,10,85.0,9.0,8.0,9.0,10.0,10.0,9.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0.16,47.61786,-122.32203,2224.0,1840.0,1048.0,139.88920725883477
58,0.0,98122.0,2.0,1.0,1.0,1,0,0,0,0,80.0,0.0,50.0,1,0.0,2,8,1,0,0,0,0,31,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.51,47.614979999999996,-122.30923999999999,1875.0,1836.0,957.0,139.88920725883477
59,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,150.0,250.0,68.0,2,25.0,2,30,1,19,19,22,22,127,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,4.55,47.613659999999996,-122.30001000000001,1941.0,835.0,9.0,139.88920725883477
60,0.0,98122.0,2.0,2.0,1.0,1,0,0,0,0,199.0,300.0,25.0,4,25.0,5,1125,1,0,0,0,0,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.15,47.60229,-122.30883,1885.0,1846.0,148.0,139.88920725883477
61,1.0,98122.0,1.0,0.0,2.0,1,0,0,0,0,100.0,0.0,40.0,2,10.0,2,1124,1,19,47,77,329,257,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,6.0,47.60918,-122.30528000000001,1858.0,1281.0,4.0,139.88920725883477
62,1.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,500.0,0.0,65.0,2,0.0,30,60,1,30,60,90,90,72,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,0,0,0,0,1,0,1,0,3,1.26,47.61094,-122.31073,2840.0,1710.0,95.0,139.88920725883477
63,1.0,98122.0,1.0,2.0,2.0,1,0,0,0,0,500.0,0.0,65.0,1,0.0,30,60,1,30,60,90,90,85,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0,0,0,0,1,0,1,0,3,1.53,47.61075,-122.31215,2840.0,1663.0,80.0,139.88920725883477
64,1.0,98122.0,1.0,0.0,1.0,1,0,0,0,0,150.0,1100.0,0.0,1,0.0,2,180,1,20,29,36,100,215,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,3.58,47.6104,-122.31387,2287.0,1799.0,8.0,139.88920725883477
65,0.0,98122.0,3.0,3.0,4.0,1,0,0,0,0,350.0,0.0,100.0,1,0.0,4,21,1,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.07,47.61217,-122.29193000000001,1833.0,1603.0,1194.0,139.88920725883477
66,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,109.0,0.0,35.0,2,10.0,2,30,1,21,51,63,175,352,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0,1,0,0,0,0,1,0,1,0,4,5.84,47.613209999999995,-122.32201,1907.0,1805.0,22.0,139.88920725883477
67,0.0,98122.0,2.5,2.0,2.0,1,0,0,0,0,157.0,0.0,100.0,5,60.0,2,1125,1,0,0,0,0,52,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0.87,47.611090000000004,-122.30665,1827.0,1800.0,999.0,139.88920725883477
68,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,149.0,0.0,50.0,2,50.0,2,1125,1,20,35,64,64,179,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,3.0,47.61895,-122.29835,2127.0,1788.0,23.0,139.88920725883477
69,1.0,98122.0,1.0,0.0,1.0,1,0,0,0,0,88.0,0.0,55.0,2,10.0,1,14,1,3,5,5,6,66,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1.13,47.61602,-122.32354,3165.0,1747.0,11.0,139.88920725883477
70,0.0,98122.0,3.5,5.0,5.0,1,0,0,0,0,999.0,2000.0,250.0,10,25.0,7,1125,1,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.04,47.61383,-122.28708999999999,2633.0,1587.0,1576.0,139.88920725883477
71,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,85.0,0.0,70.0,2,5.0,2,40,1,14,37,67,336,197,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,0,1,0,0,0,0,1,0,1,0,1,3.46,47.61027,-122.30187,2403.0,1707.0,31.0,139.88920725883477
72,0.0,98122.0,1.0,2.0,1.0,1,0,0,0,0,115.0,0.0,100.0,1,0.0,2,6,1,0,19,49,49,23,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.85,47.61656,-122.3135,3122.0,806.0,53.0,139.88920725883477
73,0.0,98122.0,2.5,3.0,4.0,1,0,0,0,0,400.0,400.0,100.0,6,25.0,1,7,1,0,0,0,0,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,2,0.48,47.60581,-122.30403999999999,1798.0,1573.0,423.0,139.88920725883477
74,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,95.0,0.0,85.0,1,30.0,14,120,1,27,57,87,177,4,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0,0,0,0,0,1,0,0,1,1,0.07,47.61725,-122.29513,3438.0,1601.0,963.0,139.88920725883477
75,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,99.0,0.0,50.0,2,40.0,3,21,1,22,52,82,82,160,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,4.58,47.60611,-122.31531000000001,2249.0,1045.0,19.0,139.88920725883477
76,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,55.0,0.0,75.0,1,30.0,1,1124,1,21,51,81,261,63,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,8,1.51,47.60998,-122.31482,2016.0,1249.0,204.0,139.88920725883477
77,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,180.0,0.0,50.0,1,0.0,10,1125,1,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.07,47.61155,-122.31061000000001,1765.0,1222.0,569.0,139.88920725883477
78,0.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,150.0,1000.0,250.0,2,0.0,30,1125,1,0,0,0,0,9,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,3,0.17,47.61443,-122.31685,2822.0,1607.0,1565.0,139.88920725883477
79,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,89.0,0.0,30.0,1,0.0,1,1125,1,16,28,58,253,562,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,4,9.79,47.612429999999996,-122.3159,1752.0,1719.0,3.0,139.88920725883477
80,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,89.0,0.0,30.0,1,0.0,1,1125,1,12,24,54,269,542,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,4,9.34,47.6118,-122.31416000000002,1752.0,1737.0,3.0,139.88920725883477
81,1.0,98122.0,1.0,1.0,1.0,1,0,0,0,0,175.0,500.0,0.0,2,20.0,2,1124,1,28,58,88,221,243,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,1,0,0,0,0,1,0,1,0,1,4.29,47.611540000000005,-122.31433,2815.0,1696.0,4.0,139.88920725883477
82,0.0,98122.0,1.0,1.0,2.0,1,0,0,0,0,110.0,0.0,70.0,2,30.0,2,1125,1,18,33,63,63,255,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0,1,0,0,0,0,1,0,1,0,1,4.41,47.61638,-122.31158,1737.0,1731.0,12.0,139.88920725883477
83,0.0,98122.0,2.5,3.0,5.0,1,0,0,0,0,300.0,0.0,200.0,1,0.0,3,1125,1,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.07,47.61018,-122.29055,1928.0,1220.0,502.0,139.88920725883477
